Name;Dataset;z;d;Ang;N [cm^-2];b [km/s];zfit
G196_2.2;RD0196;2.2;0;0;1.12E+21;299.9979374;2.191602763
G_1;RD0196;2.2;2;0;2.47E+20;299.9991201;2.196262391
G_2;RD0196;2.2;2;18;1.00E+22;299.997034;2.197368324
G_3;RD0196;2.2;2;36;4.74E+21;299.9981361;2.198805693
G_4;RD0196;2.2;2;54;3.90E+21;299.9901557;2.199497685
G_5;RD0196;2.2;2;72;2.47E+20;299.9988036;2.196882037
G_6;RD0196;2.2;2;90;3.87E+21;299.9946068;2.199992981
G_7;RD0196;2.2;2;108;2.44E+20;299.9986145;2.198474086
G_8;RD0196;2.2;2;126;4.24E+21;284.0365122;2.200316002
G_9;RD0196;2.2;2;144;6.35E+21;221.9444372;2.200383959
G_10;RD0196;2.2;2;162;1.87E+21;299.9976563;2.200264109
G_11;RD0196;2.2;4;0;1.69E+21;187.2180969;2.199700364
G_12;RD0196;2.2;4;18;9.65E+20;299.9996227;2.199501241
G_13;RD0196;2.2;4;36;7.03E+20;131.4303642;2.199938161
G_14;RD0196;2.2;4;54;6.50E+20;150.2709083;2.201158215
G_15;RD0196;2.2;4;72;5.95E+20;299.9983555;2.201576199
G_16;RD0196;2.2;4;90;8.48E+20;111.163847;2.199359945
G_17;RD0196;2.2;4;108;9.43E+20;299.9990639;2.200786146
G_18;RD0196;2.2;4;126;5.91E+20;299.997602;2.20114851
G_19;RD0196;2.2;4;144;2.09E+21;158.1507235;2.200589733
G_20;RD0196;2.2;4;162;1.17E+21;62.94198072;2.199762789
G_21;RD0196;2.2;6;0;3.50E+21;299.9975503;2.199683434
G_22;RD0196;2.2;6;18;6.89E+19;70.28236093;2.199435413
G_23;RD0196;2.2;6;36;4.88E+19;121.2194596;2.200319831
G_24;RD0196;2.2;6;54;1.23E+20;123.5833258;2.200016136
G_25;RD0196;2.2;6;72;1.59E+21;187.4495381;2.200507308
G_26;RD0196;2.2;6;90;4.05E+20;51.31463017;2.201730162
G_27;RD0196;2.2;6;108;1.14E+19;1.000136794;2.199258457
G_28;RD0196;2.2;6;126;1.60E+19;60.05821075;2.199962866
G_29;RD0196;2.2;6;144;4.99E+20;299.9986989;2.200145863
G_30;RD0196;2.2;6;162;2.25E+21;299.9992122;2.199631819
G_31;RD0196;2.2;8;0;3.86E+20;64.00869839;2.199740166
G_32;RD0196;2.2;8;18;2.87E+20;65.57774653;2.199415991
G_33;RD0196;2.2;8;36;6.71E+20;46.24511148;2.19957562
G_34;RD0196;2.2;8;54;8.19E+19;88.81693368;2.200738988
G_35;RD0196;2.2;8;72;5.95E+20;151.6634877;2.200804098
G_36;RD0196;2.2;8;90;4.61E+20;128.4891964;2.199628242
G_37;RD0196;2.2;8;108;3.62E+19;70.74339928;2.200686563
G_38;RD0196;2.2;8;126;3.83E+19;53.30250794;2.199781406
G_39;RD0196;2.2;8;144;7.49E+20;65.1889669;2.199151396
G_40;RD0196;2.2;8;162;3.17E+20;35.29076218;2.199561927
G_41;RD0196;2.2;10;0;2.40E+20;66.12598958;2.199665227
G_42;RD0196;2.2;10;18;1.72E+20;77.97358728;2.19887744
G_43;RD0196;2.2;10;36;2.91E+16;299.9978717;2.199130841
G_44;RD0196;2.2;10;54;4.37E+20;137.1616538;2.200071494
G_45;RD0196;2.2;10;72;7.05E+20;167.259924;2.203781917
G_46;RD0196;2.2;10;90;2.58E+18;102.8594112;2.200912106
G_47;RD0196;2.2;10;108;1.68E+19;52.9082323;2.199612847
G_48;RD0196;2.2;10;126;3.56E+20;48.08308736;2.199246158
G_49;RD0196;2.2;10;144;1.65E+20;66.39071717;2.199333974
G_50;RD0196;2.2;10;162;7.43E+19;58.46955658;2.199776976
G_51;RD0196;2.2;12;0;8.06E+17;52.06051532;2.199300664
G_52;RD0196;2.2;12;18;7.89E+19;70.43184432;2.200553943
G_53;RD0196;2.2;12;36;4.27E+20;76.46329276;2.200403186
G_54;RD0196;2.2;12;54;1.88E+20;87.49675596;2.200932181
G_55;RD0196;2.2;12;72;5.75E+20;83.43355889;2.200941223
G_56;RD0196;2.2;12;90;5.30E+18;95.66484468;2.20111063
G_57;RD0196;2.2;12;108;2.19E+19;70.61666682;2.200277912
G_58;RD0196;2.2;12;126;7.46E+19;90.7509356;2.199297741
G_59;RD0196;2.2;12;144;8.92E+18;70.48995542;2.199628242
G_60;RD0196;2.2;12;162;3.53E+18;47.09698129;2.199904979
G_61;RD0196;2.2;14;0;1.79E+18;55.01640183;2.199606783
G_62;RD0196;2.2;14;18;4.74E+17;76.60799435;2.200466994
G_63;RD0196;2.2;14;36;4.18E+20;89.27971699;2.201167207
G_64;RD0196;2.2;14;54;2.16E+16;299.9996113;2.200277587
G_65;RD0196;2.2;14;72;8.78E+18;91.49586694;2.20106174
G_66;RD0196;2.2;14;90;4.59E+19;112.8767773;2.201705572
G_67;RD0196;2.2;14;108;7.77E+17;78.99776494;2.200554726
G_68;RD0196;2.2;14;126;2.05E+18;72.18739053;2.200100985
G_69;RD0196;2.2;14;144;5.46E+19;63.75132021;2.199026807
G_70;RD0196;2.2;14;162;1.69E+18;50.25654956;2.199202702
G_71;RD0196;2.2;16;0;4.23E+13;58.46303398;2.19928409
G_72;RD0196;2.2;16;18;3.84E+18;53.34165526;2.200718465
G_73;RD0196;2.2;16;36;3.07E+18;49.03521986;2.200584727
G_74;RD0196;2.2;16;54;2.47E+19;49.3263694;2.200142242
G_75;RD0196;2.2;16;72;2.85E+18;81.93814274;2.201063981
G_76;RD0196;2.2;16;90;2.30E+19;29.14350449;2.20220471
G_77;RD0196;2.2;16;108;2.55E+18;63.69100555;2.201146948
G_78;RD0196;2.2;16;126;1.00E+18;44.85929284;2.200721023
G_79;RD0196;2.2;16;144;1.38E+18;60.42417331;2.199544628
G_80;RD0196;2.2;16;162;9.27E+17;45.44638607;2.19923405
G_81;RD0196;2.2;18;0;3.37E+13;58.46318504;2.202627048
G_82;RD0196;2.2;18;18;5.05E+17;73.52041397;2.200375927
G_83;RD0196;2.2;18;36;1.97E+17;38.77771462;2.200790086
G_84;RD0196;2.2;18;54;3.43E+19;48.57308089;2.200757574
G_85;RD0196;2.2;18;72;1.22E+18;63.07168869;2.200883027
G_86;RD0196;2.2;18;90;1.04E+17;36.07709137;2.201263039
G_87;RD0196;2.2;18;108;4.29E+17;31.81792512;2.200461358
G_88;RD0196;2.2;18;126;3.40E+17;19.42908205;2.201472262
G_89;RD0196;2.2;18;144;3.17E+17;30.9152275;2.199076063
G_90;RD0196;2.2;18;162;9.89E+17;53.72690027;2.199454719
G_91;RD0196;2.2;20;0;3.13E+13;289.1995601;2.198635553
G_92;RD0196;2.2;20;18;0;0;0
G_93;RD0196;2.2;20;36;1.96E+18;27.72838338;2.201251923
G_94;RD0196;2.2;20;54;1.03E+18;31.28403409;2.199892262
G_95;RD0196;2.2;20;72;6.67E+17;71.98595826;2.201490884
G_96;RD0196;2.2;20;90;1.36E+17;43.5476079;2.200880691
G_97;RD0196;2.2;20;108;6.97E+17;36.50213448;2.200400389
G_98;RD0196;2.2;20;126;2.38E+17;17.26690697;2.200962748
G_99;RD0196;2.2;20;144;1.03E+18;76.00130692;2.199205238
G_100;RD0196;2.2;20;162;5.66E+17;18.28474484;2.200263043
G196_2.3;RD0196;2.3;0;0;5.33E+20;299.9974596;2.291386051
G_101;RD0196;2.3;2;0;5.82E+20;299.9985341;2.296271799
G_102;RD0196;2.3;2;18;4.90E+20;299.998137;2.296699127
G_103;RD0196;2.3;2;36;5.45E+20;299.9995557;2.297906441
G_104;RD0196;2.3;2;54;7.60E+21;299.9983009;2.29956922
G_105;RD0196;2.3;2;72;4.92E+20;299.999036;2.296558922
G_106;RD0196;2.3;2;90;1.95E+21;299.9977643;2.29830001
G_107;RD0196;2.3;2;108;4.17E+20;299.9977445;2.298287407
G_108;RD0196;2.3;2;126;1.76E+21;299.9997433;2.298672507
G_109;RD0196;2.3;2;144;6.56E+21;203.9072294;2.300406079
G_110;RD0196;2.3;2;162;2.39E+21;220.3734523;2.300369471
G_111;RD0196;2.3;4;0;4.91E+20;299.9984281;2.299470225
G_112;RD0196;2.3;4;18;1.08E+21;299.9989798;2.299528305
G_113;RD0196;2.3;4;36;7.27E+20;134.7611577;2.299946834
G_114;RD0196;2.3;4;54;6.74E+20;153.2274037;2.301203784
G_115;RD0196;2.3;4;72;5.62E+20;299.9979906;2.30108147
G_116;RD0196;2.3;4;90;8.79E+20;110.281554;2.299349906
G_117;RD0196;2.3;4;108;9.81E+20;299.9979847;2.300813025
G_118;RD0196;2.3;4;126;6.14E+20;299.9982875;2.301097434
G_119;RD0196;2.3;4;144;1.57E+21;299.9977217;2.300658132
G_120;RD0196;2.3;4;162;5.87E+20;299.9978212;2.299849119
G_121;RD0196;2.3;6;0;4.49E+21;44.38793372;2.299585052
G_122;RD0196;2.3;6;18;7.15E+19;69.45756151;2.29942874
G_123;RD0196;2.3;6;36;5.78E+15;299.9932971;2.300005077
G_124;RD0196;2.3;6;54;1.30E+20;94.32305751;2.299758415
G_125;RD0196;2.3;6;72;5.88E+20;299.998719;2.300577977
G_126;RD0196;2.3;6;90;4.19E+20;50.04932429;2.301794556
G_127;RD0196;2.3;6;108;9.39E+18;1.000583674;2.299192624
G_128;RD0196;2.3;6;126;1.65E+19;58.6144524;2.299989433
G_129;RD0196;2.3;6;144;1.32E+21;96.91364671;2.300223554
G_130;RD0196;2.3;6;162;1.60E+21;299.9992714;2.2995405
G_131;RD0196;2.3;8;0;4.00E+20;66.64646114;2.299741993
G_132;RD0196;2.3;8;18;2.97E+20;67.87802495;2.299407861
G_133;RD0196;2.3;8;36;6.94E+20;45.51065075;2.299572032
G_134;RD0196;2.3;8;54;8.52E+19;102.5246472;2.300830792
G_135;RD0196;2.3;8;72;6.19E+20;150.4926065;2.300839393
G_136;RD0196;2.3;8;90;4.77E+20;132.9541021;2.299624736
G_137;RD0196;2.3;8;108;3.99E+19;78.52864284;2.300833319
G_138;RD0196;2.3;8;126;3.85E+19;73.9511668;2.299993738
G_139;RD0196;2.3;8;144;7.75E+20;67.22487646;2.299134533
G_140;RD0196;2.3;8;162;3.28E+20;34.3792287;2.299558328
G_141;RD0196;2.3;10;0;2.48E+20;68.40091594;2.299664418
G_142;RD0196;2.3;10;18;1.79E+20;76.06847602;2.298847872
G_143;RD0196;2.3;10;36;1.71E+20;123.7622441;2.298936605
G_144;RD0196;2.3;10;54;4.53E+20;137.8666132;2.300082447
G_145;RD0196;2.3;10;72;7.31E+20;169.9956061;2.303910834
G_146;RD0196;2.3;10;90;2.95E+18;99.23677743;2.300939194
G_147;RD0196;2.3;10;108;1.38E+19;62.44351736;2.299948564
G_148;RD0196;2.3;10;126;3.68E+20;43.85221265;2.299231848
G_149;RD0196;2.3;10;144;1.72E+20;65.88517001;2.299321557
G_150;RD0196;2.3;10;162;7.71E+19;58.66233379;2.299778864
G_151;RD0196;2.3;12;0;7.12E+17;57.1835419;2.299354261
G_152;RD0196;2.3;12;18;8.17E+19;71.87617252;2.300584603
G_153;RD0196;2.3;12;36;4.42E+20;77.33674571;2.30042593
G_154;RD0196;2.3;12;54;1.95E+20;88.77040858;2.300972188
G_155;RD0196;2.3;12;72;5.96E+20;80.81983766;2.300980442
G_156;RD0196;2.3;12;90;5.56E+18;96.2148965;2.301049247
G_157;RD0196;2.3;12;108;2.28E+19;68.47131388;2.300294782
G_158;RD0196;2.3;12;126;7.83E+19;87.39089095;2.299280709
G_159;RD0196;2.3;12;144;9.26E+18;69.04971352;2.299653414
G_160;RD0196;2.3;12;162;3.66E+18;46.84968296;2.299918327
G_161;RD0196;2.3;14;0;1.86E+18;54.6927931;2.299591222
G_162;RD0196;2.3;14;18;4.79E+17;77.97425651;2.300541693
G_163;RD0196;2.3;14;36;4.34E+20;91.21671795;2.30121343
G_164;RD0196;2.3;14;54;1.86E+20;92.5394229;2.300366539
G_165;RD0196;2.3;14;72;9.74E+18;88.70459057;2.301072629
G_166;RD0196;2.3;14;90;6.20E+19;58.26928901;2.30273409
G_167;RD0196;2.3;14;108;8.14E+17;78.02860083;2.300631817
G_168;RD0196;2.3;14;126;2.13E+18;72.90728747;2.30009967
G_169;RD0196;2.3;14;144;5.56E+19;76.1929377;2.299011321
G_170;RD0196;2.3;14;162;2.27E+18;53.99107405;2.299035626
G_171;RD0196;2.3;16;0;4.04E+13;57.8423559;2.29929603
G_172;RD0196;2.3;16;18;4.31E+18;51.58248298;2.300747057
G_173;RD0196;2.3;16;36;2.66E+18;53.06800668;2.300760117
G_174;RD0196;2.3;16;54;2.58E+19;48.06991017;2.300157698
G_175;RD0196;2.3;16;72;3.86E+16;115.4208521;2.301127515
G_176;RD0196;2.3;16;90;1.96E+19;82.51616282;2.301529799
G_177;RD0196;2.3;16;108;2.42E+18;63.87083438;2.301243228
G_178;RD0196;2.3;16;126;1.06E+18;41.08110072;2.300837317
G_179;RD0196;2.3;16;144;1.27E+18;63.30489095;2.299445912
G_180;RD0196;2.3;16;162;9.64E+17;44.66015211;2.299234798
G_181;RD0196;2.3;18;0;3.39E+13;57.85213416;2.302720714
G_182;RD0196;2.3;18;18;5.60E+17;71.76053393;2.300417855
G_183;RD0196;2.3;18;36;1.37E+17;32.65216344;2.301024483
G_184;RD0196;2.3;18;54;3.49E+19;61.64812809;2.300787966
G_185;RD0196;2.3;18;72;8.60E+17;69.89404011;2.30107897
G_186;RD0196;2.3;18;90;1.33E+17;34.15098499;2.301283168
G_187;RD0196;2.3;18;108;4.38E+17;30.66145963;2.300483058
G_188;RD0196;2.3;18;126;3.33E+17;19.02041131;2.301507673
G_189;RD0196;2.3;18;144;2.13E+17;35.137765;2.298983153
G_190;RD0196;2.3;18;162;1.00E+18;46.03281056;2.299243487
G_191;RD0196;2.3;20;0;3.96E+13;299.9981814;2.297989458
G_192;RD0196;2.3;20;18;0;0;0
G_193;RD0196;2.3;20;36;8.38E+16;42.0561263;2.301506117
G_194;RD0196;2.3;20;54;7.46E+17;44.93308577;2.299940024
G_195;RD0196;2.3;20;72;4.96E+17;33.37649456;2.302912334
G_196;RD0196;2.3;20;90;9.34E+16;32.6699654;2.301248914
G_197;RD0196;2.3;20;108;7.28E+17;47.50429418;2.300066106
G_198;RD0196;2.3;20;126;7.50E+16;16.04542374;2.301412846
G_199;RD0196;2.3;20;144;3.70E+18;1.000001102;2.299261708
G_200;RD0196;2.3;20;162;5.44E+17;17.12281158;2.300310422
G196_2.4;RD0196;2.4;0;0;1.22E+21;299.9973761;2.389959018
G_201;RD0196;2.4;2;0;8.69E+21;299.997308;2.396702202
G_202;RD0196;2.4;2;18;4.92E+20;299.9982079;2.397429934
G_203;RD0196;2.4;2;36;3.38E+20;299.998346;2.398126333
G_204;RD0196;2.4;2;54;3.96E+21;299.9980176;2.398851627
G_205;RD0196;2.4;2;72;9.94E+21;299.9981598;2.39757496
G_206;RD0196;2.4;2;90;1.63E+21;299.9986825;2.397268026
G_207;RD0196;2.4;2;108;4.74E+20;299.9989476;2.397817114
G_208;RD0196;2.4;2;126;4.51E+21;299.9982213;2.400357942
G_209;RD0196;2.4;2;144;2.26E+21;299.9989611;2.399464664
G_210;RD0196;2.4;2;162;2.14E+21;299.9973643;2.400341142
G_211;RD0196;2.4;4;0;1.00E+21;299.9975773;2.399739254
G_212;RD0196;2.4;4;18;2.25E+21;205.3854651;2.399497744
G_213;RD0196;2.4;4;36;7.52E+20;134.8964074;2.399955575
G_214;RD0196;2.4;4;54;6.97E+20;154.7538313;2.401249299
G_215;RD0196;2.4;4;72;7.57E+20;299.9974603;2.401841657
G_216;RD0196;2.4;4;90;9.09E+20;112.5460586;2.399339701
G_217;RD0196;2.4;4;108;1.49E+21;299.9980462;2.400693275
G_218;RD0196;2.4;4;126;4.49E+20;299.9985009;2.400984365
G_219;RD0196;2.4;4;144;1.54E+21;299.9978546;2.400620147
G_220;RD0196;2.4;4;162;1.25E+21;66.9958462;2.399767837
G_221;RD0196;2.4;6;0;3.00E+21;299.9989836;2.399681001
G_222;RD0196;2.4;6;18;7.42E+19;68.81120414;2.399424067
G_223;RD0196;2.4;6;36;7.15E+19;45.50562843;2.399207754
G_224;RD0196;2.4;6;54;1.34E+20;89.8994531;2.399738829
G_225;RD0196;2.4;6;72;6.65E+20;299.9977022;2.400620217
G_226;RD0196;2.4;6;90;4.34E+20;49.18451924;2.401858849
G_227;RD0196;2.4;6;108;9.50E+18;1.007723354;2.399169732
G_228;RD0196;2.4;6;126;1.71E+19;57.15733404;2.400013384
G_229;RD0196;2.4;6;144;7.03E+20;299.9973103;2.400267292
G_230;RD0196;2.4;6;162;3.49E+21;90.5396337;2.399658277
G_231;RD0196;2.4;8;0;4.14E+20;69.48130011;2.399743804
G_232;RD0196;2.4;8;18;3.07E+20;65.86711406;2.399398153
G_233;RD0196;2.4;8;36;7.16E+20;44.60306251;2.399568401
G_234;RD0196;2.4;8;54;8.63E+19;110.714121;2.401605111
G_235;RD0196;2.4;8;72;6.41E+20;154.465236;2.400873765
G_236;RD0196;2.4;8;90;4.94E+20;131.6425291;2.399622668
G_237;RD0196;2.4;8;108;4.26E+19;65.76384711;2.400822045
G_238;RD0196;2.4;8;126;4.03E+19;71.54297802;2.399999541
G_239;RD0196;2.4;8;144;8.01E+20;74.7919552;2.399117427
G_240;RD0196;2.4;8;162;3.39E+20;34.33217122;2.399553954
G_241;RD0196;2.4;10;0;2.57E+20;71.06875024;2.399663786
G_242;RD0196;2.4;10;18;1.85E+20;73.81630086;2.398817892
G_243;RD0196;2.4;10;36;1.80E+20;114.9113829;2.398839547
G_244;RD0196;2.4;10;54;4.68E+20;140.7728095;2.400089781
G_245;RD0196;2.4;10;72;7.58E+20;170.4402097;2.404038463
G_246;RD0196;2.4;10;90;3.03E+18;98.27073959;2.400960254
G_247;RD0196;2.4;10;108;1.58E+19;67.22438866;2.399719969
G_248;RD0196;2.4;10;126;3.80E+20;43.92526064;2.399220219
G_249;RD0196;2.4;10;144;1.78E+20;64.01794644;2.399309364
G_250;RD0196;2.4;10;162;7.99E+19;59.24667681;2.399782091
G_251;RD0196;2.4;12;0;6.64E+17;58.38056066;2.399303013
G_252;RD0196;2.4;12;18;8.49E+19;70.87374956;2.400615105
G_253;RD0196;2.4;12;36;4.59E+20;70.16732754;2.40044798
G_254;RD0196;2.4;12;54;2.02E+20;89.02678048;2.401011015
G_255;RD0196;2.4;12;72;6.16E+20;84.9581902;2.401018919
G_256;RD0196;2.4;12;90;5.50E+18;96.74089382;2.401002806
G_257;RD0196;2.4;12;108;2.99E+19;55.66111774;2.399954361
G_258;RD0196;2.4;12;126;8.22E+19;83.42835074;2.399243828
G_259;RD0196;2.4;12;144;9.61E+18;67.99553381;2.399678887
G_260;RD0196;2.4;12;162;4.58E+18;51.89299802;2.400109755
G_261;RD0196;2.4;14;0;1.92E+18;54.54535194;2.399567893
G_262;RD0196;2.4;14;18;9.03E+17;66.02340462;2.40017982
G_263;RD0196;2.4;14;36;4.50E+20;88.42954872;2.40125993
G_264;RD0196;2.4;14;54;1.93E+20;92.97303582;2.400391707
G_265;RD0196;2.4;14;72;1.06E+19;87.12964871;2.401096144
G_266;RD0196;2.4;14;90;6.48E+19;56.13966108;2.402833099
G_267;RD0196;2.4;14;108;9.81E+17;76.58000102;2.400716315
G_268;RD0196;2.4;14;126;2.14E+18;73.49282908;2.400083744
G_269;RD0196;2.4;14;144;5.90E+19;60.37277783;2.39898995
G_270;RD0196;2.4;14;162;2.43E+18;52.53827337;2.399050558
G_271;RD0196;2.4;16;0;4.13E+13;58.88664703;2.39927136
G_272;RD0196;2.4;16;18;4.36E+18;50.68034103;2.400795228
G_273;RD0196;2.4;16;36;2.99E+18;58.40620677;2.400659095
G_274;RD0196;2.4;16;54;2.67E+19;53.20152035;2.400097347
G_275;RD0196;2.4;16;72;2.29E+18;87.22104824;2.401267564
G_276;RD0196;2.4;16;90;1.97E+19;67.81231794;2.401530965
G_277;RD0196;2.4;16;108;2.36E+18;64.05106756;2.401322822
G_278;RD0196;2.4;16;126;1.19E+18;38.74109743;2.400910568
G_279;RD0196;2.4;16;144;1.36E+18;61.70062894;2.399467651
G_280;RD0196;2.4;16;162;1.01E+18;43.93854944;2.399232687
G_281;RD0196;2.4;18;0;3.41E+13;57.97054614;2.40281096
G_282;RD0196;2.4;18;18;6.27E+17;70.05433398;2.400456931
G_283;RD0196;2.4;18;36;1.67E+17;35.38154676;2.400919289
G_284;RD0196;2.4;18;54;3.75E+19;46.04823179;2.400824127
G_285;RD0196;2.4;18;72;5.21E+17;72.10551263;2.401109453
G_286;RD0196;2.4;18;90;1.49E+17;32.97410889;2.401313043
G_287;RD0196;2.4;18;108;4.41E+17;29.98890282;2.400487736
G_288;RD0196;2.4;18;126;2.96E+17;18.70198377;2.401541172
G_289;RD0196;2.4;18;144;2.31E+17;33.01228216;2.398960308
G_290;RD0196;2.4;18;162;1.84E+18;21.13489268;2.398425092
G_291;RD0196;2.4;20;0;3.61E+13;299.9987256;2.397494716
G_292;RD0196;2.4;20;18;0;0;0
G_293;RD0196;2.4;20;36;1.05E+17;40.58399936;2.401553501
G_294;RD0196;2.4;20;54;2.17E+18;27.81721251;2.399935381
G_295;RD0196;2.4;20;72;3.84E+18;1.000034452;2.402332469
G_296;RD0196;2.4;20;90;9.69E+16;32.70458837;2.401281657
G_297;RD0196;2.4;20;108;1.31E+18;84.38821951;2.399186953
G_298;RD0196;2.4;20;126;1.21E+17;18.67295801;2.401543402
G_299;RD0196;2.4;20;144;3.09E+18;1.000023561;2.399355464
G_300;RD0196;2.4;20;162;2.41E+17;9.786315891;2.400580936
G196_2.5;RD0196;2.5;0;0;4.93E+20;299.9996664;2.49029763
G_301;RD0196;2.5;2;0;9.34E+21;299.9983157;2.496732677
G_302;RD0196;2.5;2;18;1.09E+21;299.9991846;2.496836792
G_303;RD0196;2.5;2;36;7.33E+21;299.9973791;2.499185471
G_304;RD0196;2.5;2;54;2.04E+21;299.9962288;2.499107618
G_305;RD0196;2.5;2;72;3.50E+20;299.9996951;2.496695845
G_306;RD0196;2.5;2;90;4.64E+21;299.9975931;2.499697942
G_307;RD0196;2.5;2;108;3.29E+20;299.9996474;2.498384431
G_308;RD0196;2.5;2;126;4.68E+21;227.7573387;2.500377471
G_309;RD0196;2.5;2;144;3.80E+21;299.9991086;2.500244786
G_310;RD0196;2.5;2;162;2.03E+21;299.9983959;2.50037288
